title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-09-10 20:12,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,can walk and move
Panorama Forbidden City,~2021-09-10 20:30,unknown,Yes,40 or more,details are accurate,Before going to bed late at night / waking up early in the morning,history buff,C. Insufficient coverage area,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-10 21:06,unknown,Yes,10-Jan,Shooting range,commuting or going out,student,C. Insufficient coverage area,A. Unpopular open areas,B. Garden area,Wish there was a kids version
Panorama Forbidden City,~2021-09-10 21:54,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","History buffs, national tide fans, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,can be bigger
Panorama Forbidden City,~2021-09-10 21:54,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, collectors, students, literary youth, travel lovers",A. Fully satisfied,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-10 21:59,unknown,Yes,20-Nov,Rich content,"Between work/study, leisure, socializing with like-minded people","Cultural and art lovers, history lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-10 22:01,unknown,Yes,40 or more,details are accurate,"Between work/study, leisure, socializing with like-minded people","History lovers, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",See the real Forbidden City (not a museum)
Panorama Forbidden City,~2021-09-10 22:35,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","Culture and blog enthusiasts, history enthusiasts, collectors, fans of the country, Internet technology enthusiasts, students, travel enthusiasts",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-10 22:43,unknown,Yes,21-40 pieces,deep interaction,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, Internet technology enthusiasts, students, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-10 22:52,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and bloggers, history buffs, collectors",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-10 23:19,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-10 23:30,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",student,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-10 23:30,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",student,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 00:01,unknown,no,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,"Cultural enthusiasts, history lovers, students, travel enthusiasts",D. Too little visible area,B. Partially closed areas,D. Other areas,add more areas
Panorama Forbidden City,~2021-09-11 05:55,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural and bloggers, history lovers, collectors, fans of the country, students, international friends who love Chinese culture, travel enthusiasts",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 08:53,unknown,Yes,10-Jan,Rich content,studying and working,"students, other",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",without
Panorama Forbidden City,~2021-09-11 08:59,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","history buffs, other",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,All emperors who lived in the Forbidden City
Panorama Forbidden City,~2021-09-11 09:56,unknown,Yes,40 or more,deep interaction,"Work/study gaps, leisure time","National tide fans, students",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,Emperor
Panorama Forbidden City,~2021-09-11 10:11,unknown,Yes,40 or more,Rich content,Before going to bed late at night / waking up early in the morning,history buff,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 10:32,unknown,Yes,10-Jan,Shooting range,"Between work/study, at leisure, when socializing with like-minded people, before going to bed at night/waking up in the morning","Cultural and art lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 10:52,unknown,no,10-Jan,innovative,studying and working,student,D. Too little visible area,C. More indoor scenes,D. Other areas,"You can walk, if the technology is not up to the level, you can make a 3D virtual Forbidden City"
Panorama Forbidden City,~2021-09-11 11:05,unknown,Yes,40 or more,details are accurate,When socializing with like-minded people,student,B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 11:08,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Internet technology enthusiasts, students, literary youth",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 12:21,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","History buffs, Internet technology buffs, students, traditional culture buffs, travel buffs",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",from the sky
Panorama Forbidden City,~2021-09-11 12:57,unknown,no,21-40 pieces,Shooting range,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 13:20,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time","Cultural and museum enthusiasts, history lovers, collectors, fans of the country, students, literary youth, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 13:20,unknown,Yes,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,student,D. Too little visible area,A. Unpopular open areas,D. Other areas,without
Panorama Forbidden City,~2021-09-11 13:22,unknown,Yes,10-Jan,Update frequency,"Work/study gaps, leisure time","International friends who love Chinese culture, travel enthusiasts",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 13:38,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time",bloggers,B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",The interior furnishings of the various palaces of the Forbidden City can experience the beauty of traditional Chinese interior decoration.
Panorama Forbidden City,~2021-09-11 13:40,unknown,uncertain,10-Jan,innovative,commuting or going out,"literary youth, other",D. Too little visible area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-11 13:55,unknown,Yes,21-40 pieces,innovative,studying and working,National tide fans,B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-11 13:55,unknown,Yes,21-40 pieces,deep interaction,"Between work/study, at leisure, before going to bed at night/wake up in the morning","National tide fans, students",D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 14:00,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","History buffs, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area","Chongning Palace,"
Panorama Forbidden City,~2021-09-11 14:34,unknown,Yes,10-Jan,details are accurate,"On the way to and from get off work or going out, between work/study, during leisure","students, travel enthusiasts, others",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 15:08,unknown,uncertain,10-Jan,details are accurate,"Between work/study, at leisure, during study and work, before going to bed at night/waking up in the morning","history buff, student",D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",figure
Panorama Forbidden City,~2021-09-11 15:40,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","Cultural and exhibition lovers, history lovers, collectors, students, practitioners in the cultural and exhibition industry, literary youth, traditional culture lovers, tourism enthusiasts, others",A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-09-11 15:42,unknown,no,21-40 pieces,distinct personality,studying and working,collectors,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-09-11 15:45,unknown,Yes,21-40 pieces,deep interaction,"Work/study gaps, leisure time","History buffs, Internet technology buffs, students, traditional culture buffs, travel buffs",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area","interior content,"
Panorama Forbidden City,~2021-09-11 15:48,unknown,Yes,10-Jan,innovative,"Between work/study, at leisure, when socializing with like-minded people, before going to bed at night/waking up in the morning","History buffs, Internet technology buffs, traditional culture buffs, travel buffs",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,"There is an explanation, which can be accompanied by sound and picture."
Panorama Forbidden City,~2021-09-11 16:58,unknown,Yes,21-40 pieces,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, before going to bed at night/waking up in the morning","National tide fans, students, others",A. Fully satisfied,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 17:00,unknown,Yes,10-Jan,Update frequency,commuting or going out,bloggers,A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 17:11,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, before going to bed at night/wake up in the morning","student, youth",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 17:17,unknown,Yes,21-40 pieces,Rich content,"Between work/study, at leisure, during meals, when socializing with like-minded people","Cultural and bloggers, history buffs, students, others",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 17:29,unknown,Yes,21-40 pieces,details are accurate,"Between work/study, at leisure, during meals","History buffs, traditional culture buffs",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 19:14,unknown,no,10-Jan,Shooting range,When socializing with like-minded people,"Guochao fans, other",A. Fully satisfied,B. Partially closed areas,B. Garden area,without
Panorama Forbidden City,~2021-09-11 19:20,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","History lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",historical story
Panorama Forbidden City,~2021-09-11 19:26,unknown,Yes,40 or more,deep interaction,"Between work/study, at leisure, when socializing with like-minded people, before going to bed at night/waking up in the morning","Cultural and bloggers, history buffs, Internet technology enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 19:38,unknown,Yes,10-Jan,Update frequency,commuting or going out,bloggers,A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 19:48,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",ignored by settings
Panorama Forbidden City,~2021-09-11 21:10,unknown,Yes,20-Nov,Shooting range,Before going to bed late at night / waking up early in the morning,"Cultural and art lovers, history lovers, Internet technology lovers, students, literary youth, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,Voice introduction to further improve the VR simulation system
Panorama Forbidden City,~2021-09-11 21:14,unknown,Yes,40 or more,Shooting range,studying and working,"Cultural and bloggers, history buffs, collectors, students",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-11 21:28,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","National tide fans, students, literary youth, traditional culture enthusiasts, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 21:38,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",A. Fully satisfied,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-11 22:14,unknown,uncertain,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,other,C. Insufficient coverage area,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-09-11 22:15,unknown,Yes,10-Jan,details are accurate,"Between work/study, leisure, socializing with like-minded people","History lovers, students, literary youth, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,"A. ""Front facing"" area",More palaces and details will fully display the Forbidden City.
Panorama Forbidden City,~2021-09-12 00:18,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","student, travel enthusiast",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 08:40,unknown,Yes,20-Nov,beautiful form,"Work/study gaps, leisure time",student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 08:40,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 09:06,unknown,Yes,20-Nov,innovative,"Work/study gaps, leisure time","Students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 09:12,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time",other,C. Insufficient coverage area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 09:52,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","History lover, literary youth",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 10:28,unknown,Yes,40 or more,Rich content,"Between work/study, at leisure, while eating, socializing with like-minded people, before going to bed at night/waking up in the morning","History buffs, travel buffs, others",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 10:33,unknown,uncertain,10-Jan,Rich content,"Work/study gap, leisure time, study and work",student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 10:35,unknown,Yes,20-Nov,deep interaction,"Work/study gaps, leisure time",student,A. Fully satisfied,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-12 10:36,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Cultural and museum enthusiasts, history lovers, collectors, fans of the country, students, literary youth, traditional culture lovers, international friends who love Chinese culture",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-12 11:03,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time",Internet technology enthusiast,D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",Map to choose the location to visit
Panorama Forbidden City,~2021-09-12 11:40,unknown,uncertain,10-Jan,Update frequency,"Studying and working, before going to bed at night / waking up in the morning","Cultural and blogging enthusiasts, history lovers, collectors fans, fans of the country, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, traditional culture lovers, tourism enthusiasts",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-09-12 12:58,unknown,Yes,40 or more,details are accurate,studying and working,student,B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 13:02,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time",Young artists,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 13:15,unknown,Yes,21-40 pieces,Shooting range,"On the way to and from get off work or going out, studying and working","Cultural and blogging enthusiasts, history lovers, students, practitioners in the cultural and blogging industry",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 13:22,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",Add some more historical stories and details.
Panorama Forbidden City,~2021-09-12 13:45,unknown,Yes,20-Nov,innovative,"Work/study gaps, leisure time","student, traditional culture lover",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 13:58,unknown,Yes,10-Jan,beautiful form,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Collection enthusiasts, national tide fans, students",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",can pick up some items
Panorama Forbidden City,~2021-09-12 14:41,unknown,Yes,10-Jan,innovative,"Work/study gaps, leisure time","History buffs, traditional culture buffs",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-12 15:14,unknown,Yes,20-Nov,distinct personality,studying and working,"Students, traditional culture lovers, travel lovers",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",I would like to add some areas that are not open
Panorama Forbidden City,~2021-09-12 16:13,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Bloggers, history buffs",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-12 16:32,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","student, youth",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,"When switching attractions, you can add scenes that slowly move from far to near"
Panorama Forbidden City,~2021-09-12 16:40,unknown,uncertain,10-Jan,Rich content,"Work/study gaps, leisure time","students, literary youth, others",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-12 16:43,unknown,Yes,40 or more,details are accurate,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Culture and blog enthusiasts, history lovers, collectors, fans of the country, students, others",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-12 19:53,unknown,Yes,40 or more,innovative,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-09-12 20:26,unknown,Yes,40 or more,details are accurate,"During study and work, during meals, before going to bed late at night / waking up early in the morning","Cultural and bloggers, history lovers, collectors, fans of the country, students, international friends who love Chinese culture, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-12 20:47,unknown,Yes,21-40 pieces,details are accurate,"Between work/study, leisure, socializing with like-minded people","Cultural and blog enthusiasts, history lovers, collectors, cultural and blog industry practitioners, travel enthusiasts",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area","Close-up view of characters, paintings and artifacts indoors"
Panorama Forbidden City,~2021-09-12 21:04,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and museum enthusiasts, history lovers, collectors, fans of the country, students, practitioners in the cultural and exhibition industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-12 22:25,unknown,Yes,20-Nov,deep interaction,Before going to bed late at night / waking up early in the morning,"National tide fan, literary youth, traditional culture lover",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-09-13 09:48,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","students, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",fool
Panorama Forbidden City,~2021-09-13 10:27,unknown,Yes,10-Jan,distinct personality,"On the way to and from get off work or going out, between work/study, during leisure","Chinese fans, Internet technology enthusiasts, practitioners in the cultural and blog industry, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-13 11:12,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, during study and work","Cultural and blog enthusiasts, history lovers, collectors, and fans of the country",D. Too little visible area,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-13 12:05,unknown,no,10-Jan,details are accurate,studying and working,"Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",walk around
Panorama Forbidden City,~2021-09-13 13:16,unknown,Yes,10-Jan,deep interaction,studying and working,student,D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",Increased facility interaction
Panorama Forbidden City,~2021-09-13 13:25,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, national tide fans, Internet technology lovers, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-13 14:34,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",other,B. Basic Satisfaction,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-09-13 15:31,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,C. More indoor scenes,D. Other areas,without
Panorama Forbidden City,~2021-09-13 18:35,unknown,Yes,21-40 pieces,beautiful form,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-09-13 20:34,unknown,Yes,21-40 pieces,Shooting range,studying and working,student,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",Hope to add Jingshan map.
Panorama Forbidden City,~2021-09-13 20:38,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-09-13 20:39,unknown,Yes,20-Nov,distinct personality,while dining,student,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",Hope to add Jingshan map.
Panorama Forbidden City,~2021-09-13 20:42,unknown,Yes,21-40 pieces,details are accurate,studying and working,student,A. Fully satisfied,B. Partially closed areas,B. Garden area,Hope to increase Jingshan
Panorama Forbidden City,~2021-09-13 20:46,unknown,Yes,21-40 pieces,details are accurate,studying and working,student,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",Add Jingshan Scenic Area
Panorama Forbidden City,~2021-09-13 23:01,unknown,Yes,10-Jan,details are accurate,Before going to bed late at night / waking up early in the morning,history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-14 09:33,unknown,Yes,40 or more,Rich content,studying and working,collectors,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",But 覅 Ouhao dry sprinkles cover Sa Guangfo with a mouthful of kung fu regular season parents make him lotion and make hot staff February 1st
Panorama Forbidden City,~2021-09-14 10:46,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, during study and work","Cultural and museum lovers, history lovers, traditional culture lovers",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",The first is to increase or decrease the interactive participation and experience projects with the audience; the second is to increase or decrease the regular exhibition tours across the country;
Panorama Forbidden City,~2021-09-14 12:44,unknown,uncertain,21-40 pieces,Update frequency,commuting or going out,"Internet technology enthusiasts, other",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-09-14 12:56,unknown,Yes,40 or more,details are accurate,"Between work/study, leisure, socializing with like-minded people",history buff,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,without
Panorama Forbidden City,~2021-09-14 15:14,unknown,uncertain,10-Jan,Shooting range,while dining,other,D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-14 16:12,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time","History buffs, Internet technology enthusiasts",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area","hope to increase the detailed description of the use of each hall. For example, the three halls introduce the Hall of Supreme Harmony. It is not clear what the other halls are used for."
Panorama Forbidden City,~2021-09-14 19:09,unknown,Yes,20-Nov,Update frequency,"Work/study gaps, leisure time","History lovers, collectors, students, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",Add some unopened areas
Panorama Forbidden City,~2021-09-14 19:26,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time","blogger, student",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",Flexibility in Touring Controls
Panorama Forbidden City,~2021-09-14 19:52,unknown,Yes,40 or more,details are accurate,studying and working,"student, travel enthusiast",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-14 20:55,unknown,Yes,10-Jan,details are accurate,"Between work/study, at leisure, during study and work, at mealtime, before going to bed at night/waking up in the morning","Cultural and blog enthusiasts, history lovers, national tide fans, students, traditional culture lovers",A. Fully satisfied,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-14 21:22,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",leave after seeing
Panorama Forbidden City,~2021-09-14 21:46,unknown,Yes,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,"History buffs, students, literary youth, travel enthusiasts",B. Basic Satisfaction,A. Unpopular open areas,D. Other areas,Royal Garden
Panorama Forbidden City,~2021-09-14 22:31,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, national tide fans, students, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,"C. ""After bed"" area",story
Panorama Forbidden City,~2021-09-14 23:41,unknown,Yes,10-Jan,deep interaction,Before going to bed late at night / waking up early in the morning,"History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-09-15 00:39,unknown,no,10-Jan,deep interaction,Before going to bed late at night / waking up early in the morning,"blogger, student",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
